Timestamp,AUV_ID,Speed_m/s,Position_X,Position_Y,Position_Z,Battery_Percentage,AUV_State,Covered_Nodes_in_Radius
2025-11-15 13:03:43,1,3.77,376.42,249.38,85.56,82.9,Patrolling,
2025-11-15 13:03:43,2,3.35,501.69,252.12,102.34,79.5,Patrolling,
2025-11-15 13:03:44,0,1.52,250.92,249.01,65.72,86.9,Patrolling,16
2025-11-15 13:03:44,1,3.77,376.40,249.29,88.94,82.2,Patrolling,19
2025-11-15 13:03:44,2,3.35,501.68,252.16,105.36,78.9,Patrolling,
2025-11-15 13:03:45,0,1.52,251.01,248.96,67.09,86.6,Patrolling,16
2025-11-15 13:03:45,1,3.77,376.20,249.32,92.33,81.5,Patrolling,
2025-11-15 13:03:45,2,3.35,501.91,252.37,108.38,78.3,Patrolling,
2025-11-15 13:03:46,0,1.52,251.03,248.79,68.61,86.3,Patrolling,16
2025-11-15 13:03:46,1,3.77,375.92,248.88,96.10,80.8,Patrolling,
2025-11-15 13:03:46,2,3.35,501.92,251.83,111.73,77.7,Patrolling,
2025-11-15 13:03:47,0,1.52,251.23,248.79,70.14,86.0,Patrolling,16
2025-11-15 13:03:47,1,3.77,376.08,248.86,99.86,80.0,Patrolling,
2025-11-15 13:03:47,2,3.35,501.51,252.02,115.08,77.0,Patrolling,
2025-11-15 13:03:48,0,4.21,251.24,248.52,71.77,85.6,Patrolling,16
2025-11-15 13:03:48,1,3.77,376.02,248.55,103.25,79.3,Patrolling,
2025-11-15 13:03:48,2,3.35,501.34,252.27,118.10,76.4,Patrolling,
2025-11-15 13:03:49,0,4.21,251.17,248.58,75.56,84.9,Patrolling,16
2025-11-15 13:03:49,1,3.77,375.96,248.38,106.64,78.7,Patrolling,
2025-11-15 13:03:49,2,3.35,501.09,252.20,121.12,75.8,Patrolling,
2025-11-15 13:03:50,0,4.21,251.12,248.58,79.78,84.0,Patrolling,16
2025-11-15 13:03:50,1,2.17,376.14,248.53,108.81,78.2,Patrolling,
2025-11-15 13:03:50,2,4.13,501.77,251.51,125.25,75.0,Patrolling,
2025-11-15 13:03:51,0,4.21,251.58,248.93,83.99,83.2,Patrolling,16
2025-11-15 13:03:51,1,2.17,375.93,248.43,110.97,77.8,Patrolling,
2025-11-15 13:03:51,2,4.13,501.90,250.91,129.37,74.1,Patrolling,
2025-11-15 13:03:52,0,4.21,251.97,249.09,87.78,82.4,Patrolling,"16, 17"
2025-11-15 13:03:52,1,2.17,375.95,248.36,112.92,77.4,Patrolling,
2025-11-15 13:03:52,2,4.13,501.76,250.53,133.09,73.4,Patrolling,
2025-11-15 13:03:53,0,4.21,252.18,249.06,91.99,81.6,Patrolling,"16, 17"
2025-11-15 13:03:53,1,2.17,375.92,247.99,115.09,77.0,Patrolling,
2025-11-15 13:03:53,2,4.13,501.90,250.38,137.22,72.6,Patrolling,
2025-11-15 13:03:54,0,4.21,252.43,249.30,95.78,80.8,Patrolling,"16, 17"
2025-11-15 13:03:54,1,2.17,376.08,247.91,117.04,76.6,Patrolling,
2025-11-15 13:03:54,2,4.13,501.96,249.96,140.94,71.8,Patrolling,
